"token_lower"	"frequency"	"doc_frequency"	"book_frequency"	"example_original"	"rank"
"chirp"	1	1	1	"chirp"	16993
"chirpily"	1	1	1	"chirpily"	16994
"chirurgeons"	1	1	1	"chirurgeons"	16995
"chisel"	1	1	1	"chisel"	16996
"chiseled"	1	1	1	"chiseled"	16997
"chitchat:where"	1	1	1	"chitchat:where"	16998
"chittering.the"	1	1	1	"chittering.the"	16999
"chives"	1	1	1	"chives"	17000
"chlorine"	1	1	1	"chlorine"	17001
"choc"	1	1	1	"choc"	17002
"choc'lits"	1	1	1	"choc'lits"	17003
"chocolatos"	1	1	1	"chocolatos"	17004
"choir"	1	1	1	"choir"	17005
"cholesterol"	1	1	1	"cholesterol"	17006
"chomp"	1	1	1	"chomp"	17007
"chooses"	1	1	1	"chooses"	17008
"chopper"	1	1	1	"chopper"	17009
"choral"	1	1	1	"choral"	17010
"chord"	1	1	1	"chord"	17011
"chords"	1	1	1	"chords"	17012
"chorine"	1	1	1	"chorine"	17013
"chorus.the"	1	1	1	"chorus.the"	17014
"chorused"	1	1	1	"chorused"	17015
"christian's"	1	1	1	"christian's"	17016
"christie's"	1	1	1	"christie's"	17017
"christmases"	1	1	1	"christmases"	17018
"christopher's"	1	1	1	"christopher's"	17019
"chromosomally"	1	1	1	"chromosomally"	17020
"chronological"	1	1	1	"chronological"	17021
"chronometer"	1	1	1	"chronometer"	17022
"chuckchuckchuckchuckchuurck"	1	1	1	"chuckchuckchuckchuckchuurck"	17023
"chugs"	1	1	1	"chugs"	17024
"chummy"	1	1	1	"chummy"	17025
"chunked"	1	1	1	"chunked"	17026
"chunking"	1	1	1	"chunking"	17027
"chunks.and"	1	1	1	"chunks.and"	17028
"chunky"	1	1	1	"chunky"	17029
"churchlike"	1	1	1	"churchlike"	17030
"cigarettes.i"	1	1	1	"cigarettes.i"	17031
"cinder"	1	1	1	"cinder"	17032
"cinders"	1	1	1	"cinders"	17033
"cinema"	1	1	1	"cinema"	17034
"cipher"	1	1	1	"cipher"	17035
"circle.then"	1	1	1	"circle.then"	17036
"circled.odd"	1	1	1	"circled.odd"	17037
"circling.he"	1	1	1	"circling.he"	17038
"circulate"	1	1	1	"circulate"	17039
"circulating"	1	1	1	"circulating"	17040
"circumlo"	1	1	1	"circumlo"	17041
"circumlocution"	1	1	1	"circumlocution"	17042
"circumlocutions"	1	1	1	"circumlocutions"	17043
"circumspect"	1	1	1	"circumspect"	17044
"circumspection"	1	1	1	"circumspection"	17045
"circus.he"	1	1	1	"circus.he"	17046
"citing"	1	1	1	"citing"	17047
"citrus"	1	1	1	"citrus"	17048
"city.at"	1	1	1	"city.at"	17049
"city.scarlett"	1	1	1	"city.scarlett"	17050
"civic"	1	1	1	"civic"	17051
"civil"	1	1	1	"civil"	17052
"civility"	1	1	1	"civility"	17053
"civilization"	1	1	1	"civilization"	17054
"ck"	1	1	1	"ck"	17055
"clack"	1	1	1	"clack"	17056
"clambers"	1	1	1	"clambers"	17057
"clamboy"	1	1	1	"clamboy"	17058
"clamp"	1	1	1	"clamp"	17059
"clan"	1	1	1	"clan"	17060
"clangor"	1	1	1	"clangor"	17061
"clanked"	1	1	1	"clanked"	17062
"clapper"	1	1	1	"clapper"	17063
"claps"	1	1	1	"claps"	17064
"clarence's"	1	1	1	"clarence's"	17065
"clarence.she"	1	1	1	"clarence.she"	17066
"claret"	1	1	1	"claret"	17067
"claretty"	1	1	1	"claretty"	17068
"clarification"	1	1	1	"clarification"	17069
"clarified"	1	1	1	"clarified"	17070
"clarify"	1	1	1	"clarify"	17071
"clarinets"	1	1	1	"clarinets"	17072
"clashing"	1	1	1	"clashing"	17073
"clasping"	1	1	1	"clasping"	17074
"clasps"	1	1	1	"clasps"	17075
"classes"	1	1	1	"classes"	17076
"classier"	1	1	1	"classier"	17077
"classified"	1	1	1	"classified"	17078
"classify.he"	1	1	1	"classify.he"	17079
"classroom"	1	1	1	"classroom"	17080
"classy"	1	1	1	"classy"	17081
"classyhollywoodbabes.com"	1	1	1	"classyhollywoodbabes.com"	17082
"claudine"	1	1	1	"claudine"	17083
"clauses"	1	1	1	"clauses"	17084
"claustrophobically"	1	1	1	"claustrophobically"	17085
"clavicle"	1	1	1	"clavicle"	17086
"claviculae"	1	1	1	"claviculae"	17087
"clawed.top"	1	1	1	"clawed.top"	17088
"claws.and"	1	1	1	"claws.and"	17089
"claws.sometimes"	1	1	1	"claws.sometimes"	17090
"clawswere"	1	1	1	"clawswere"	17091
"clay.reality"	1	1	1	"clay.reality"	17092
"clean.there"	1	1	1	"clean.there"	17093
"cleaner.the"	1	1	1	"cleaner.the"	17094
"cleanness"	1	1	1	"cleanness"	17095
"cleans"	1	1	1	"cleans"	17096
"cleanshaven"	1	1	1	"cleanshaven"	17097
"cleanwho"	1	1	1	"cleanwho"	17098
"clearance"	1	1	1	"clearance"	17099
"clearances"	1	1	1	"clearances"	17100
"cleared.in"	1	1	1	"cleared.in"	17101
"clearing.it"	1	1	1	"clearing.it"	17102
"cleavage"	1	1	1	"cleavage"	17103
"cleave"	1	1	1	"cleave"	17104
"clerk's"	1	1	1	"clerk's"	17105
"clerk.monday"	1	1	1	"clerk.monday"	17106
"clickin"	1	1	1	"clickin"	17107
"client's"	1	1	1	"client's"	17108
"clientele"	1	1	1	"clientele"	17109
"clifftops"	1	1	1	"clifftops"	17110
"climaxed"	1	1	1	"climaxed"	17111
"clinch"	1	1	1	"clinch"	17112
"cline"	1	1	1	"cline"	17113
"cling"	1	1	1	"cling"	17114
"clings"	1	1	1	"clings"	17115
"clinic.powers"	1	1	1	"clinic.powers"	17116
"clinics"	1	1	1	"clinics"	17117
"clinton"	1	1	1	"clinton"	17118
"clipper"	1	1	1	"clipper"	17119
"clit"	1	1	1	"clit"	17120
"cloathes"	1	1	1	"cloathes"	17121
"clog"	1	1	1	"clog"	17122
"clogged"	1	1	1	"clogged"	17123
"clone"	1	1	1	"clone"	17124
"clopped"	1	1	1	"clopped"	17125
"close.spider"	1	1	1	"close.spider"	17126
"close.the"	1	1	1	"close.the"	17127
"closed.again"	1	1	1	"closed.again"	17128
"closed.fat"	1	1	1	"closed.fat"	17129
"closed.he"	1	1	1	"closed.he"	17130
"closed.her"	1	1	1	"closed.her"	17131
"closed.it"	1	1	1	"closed.it"	17132
"closed.serpentine's"	1	1	1	"closed.serpentine's"	17133
"closed.something"	1	1	1	"closed.something"	17134
"closed.the"	1	1	1	"closed.the"	17135
"closely.at"	1	1	1	"closely.at"	17136
"closer.he"	1	1	1	"closer.he"	17137
"closer.spider"	1	1	1	"closer.spider"	17138
"closer.still"	1	1	1	"closer.still"	17139
"closeto"	1	1	1	"closeto"	17140
"clothedness"	1	1	1	"clothedness"	17141
"clothes.coraline"	1	1	1	"clothes.coraline"	17142
"clothes.his"	1	1	1	"clothes.his"	17143
"clothesbeneath"	1	1	1	"clothesbeneath"	17144
"clothesline"	1	1	1	"clothesline"	17145
"clotted"	1	1	1	"clotted"	17146
"clotting.i"	1	1	1	"clotting.i"	17147
"cloudberries"	1	1	1	"cloudberries"	17148
"clout"	1	1	1	"clout"	17149
"clover"	1	1	1	"clover"	17150
"club.there"	1	1	1	"club.there"	17151
"club18"	1	1	1	"club18"	17152
"clucking"	1	1	1	"clucking"	17153
"clue.and"	1	1	1	"clue.and"	17154
"clumped"	1	1	1	"clumped"	17155
"clumping"	1	1	1	"clumping"	17156
"clumsier"	1	1	1	"clumsier"	17157
"clumsier.not"	1	1	1	"clumsier.not"	17158
"clunk.coraline"	1	1	1	"clunk.coraline"	17159
"clunk.the"	1	1	1	"clunk.the"	17160
"cluracans"	1	1	1	"cluracans"	17161
"clustering"	1	1	1	"clustering"	17162
"clytemnestra"	1	1	1	"clytemnestra"	17163
"coagulating"	1	1	1	"coagulating"	17164
"coal.coraline"	1	1	1	"coal.coraline"	17165
"coalition"	1	1	1	"coalition"	17166
"coarsening"	1	1	1	"coarsening"	17167
"coat's"	1	1	1	"coat's"	17168
"coat.every"	1	1	1	"coat.every"	17169
"coat.he"	1	1	1	"coat.he"	17170
"coatroom"	1	1	1	"coatroom"	17171
"coats.as"	1	1	1	"coats.as"	17172
"coats.evening"	1	1	1	"coats.evening"	17173
"coats.spider"	1	1	1	"coats.spider"	17174
"coattails"	1	1	1	"coattails"	17175
"coaxing"	1	1	1	"coaxing"	17176
"cobras"	1	1	1	"cobras"	17177
"cobwebbed"	1	1	1	"cobwebbed"	17178
"cobwebs.her"	1	1	1	"cobwebs.her"	17179
"cocaine"	1	1	1	"cocaine"	17180
"cochineal1"	1	1	1	"cochineal1"	17181
"cock's"	1	1	1	"cock's"	17182
"cockatiels"	1	1	1	"cockatiels"	17183
"cockiness"	1	1	1	"cockiness"	17184
"cockleburr"	1	1	1	"cockleburr"	17185
"cocks"	1	1	1	"cocks"	17186
"cocoa"	1	1	1	"cocoa"	17187
"cocoa3d"	1	1	1	"cocoa3d"	17188
"cocoon"	1	1	1	"cocoon"	17189
"cod"	1	1	1	"cod"	17190
"codes"	1	1	1	"codes"	17191
"codes.spider"	1	1	1	"codes.spider"	17192
"codpiece"	1	1	1	"codpiece"	17193
"coffee.fat"	1	1	1	"coffee.fat"	17194
"coffee.mrs"	1	1	1	"coffee.mrs"	17195
"coffeecake"	1	1	1	"coffeecake"	17196
"coffeehouse"	1	1	1	"coffeehouse"	17197
"coffeepot"	1	1	1	"coffeepot"	17198
"cognizant"	1	1	1	"cognizant"	17199
"coherent"	1	1	1	"coherent"	17200
"cohort"	1	1	1	"cohort"	17201
"cohorts"	1	1	1	"cohorts"	17202
"coiffed"	1	1	1	"coiffed"	17203
"coiffures"	1	1	1	"coiffures"	17204
"coil"	1	1	1	"coil"	17205
"coils.bod"	1	1	1	"coils.bod"	17206
"coinage"	1	1	1	"coinage"	17207
"coincidence.richard"	1	1	1	"coincidence.richard"	17208
"coincident"	1	1	1	"coincident"	17209
"coiner"	1	1	1	"coiner"	17210
"coining"	1	1	1	"coining"	17211
"coitus"	1	1	1	"coitus"	17212
"cola.then"	1	1	1	"cola.then"	17213
"cold.his"	1	1	1	"cold.his"	17214
"cold.in"	1	1	1	"cold.in"	17215
"cold.lord"	1	1	1	"cold.lord"	17216
"cold.something"	1	1	1	"cold.something"	17217
"cold.the"	1	1	1	"cold.the"	17218
"coldest"	1	1	1	"coldest"	17219
"colds"	1	1	1	"colds"	17220
"coleridge's"	1	1	1	"coleridge's"	17221
"coleslaw"	1	1	1	"coleslaw"	17222
"colfax"	1	1	1	"colfax"	17223
"colicky"	1	1	1	"colicky"	17224
"colin"	1	1	1	"colin"	17225
"collapse"	1	1	1	"collapse"	17226
"collapsed.he"	1	1	1	"collapsed.he"	17227
"collarbones"	1	1	1	"collarbones"	17228
"collections"	1	1	1	"collections"	17229
"collects"	1	1	1	"collects"	17230
"colleen"	1	1	1	"colleen"	17231
"colman"	1	1	1	"colman"	17232
"colonel"	1	1	1	"colonel"	17233
"colonials"	1	1	1	"colonials"	17234
"colonise"	1	1	1	"colonise"	17235
"colonising"	1	1	1	"colonising"	17236
"colonists"	1	1	1	"colonists"	17237
"color's"	1	1	1	"color's"	17238
"coloration"	1	1	1	"coloration"	17239
"colored.the"	1	1	1	"colored.the"	17240
"colorsi've"	1	1	1	"colorsi've"	17241
"colourful"	1	1	1	"colourful"	17242
"colourless"	1	1	1	"colourless"	17243
"colours"	1	1	1	"colours"	17244
"columbus's"	1	1	1	"columbus's"	17245
"columnists"	1	1	1	"columnists"	17246
"columnlike"	1	1	1	"columnlike"	17247
"coma"	1	1	1	"coma"	17248
"coma.jo"	1	1	1	"coma.jo"	17249
"combining"	1	1	1	"combining"	17250
"combustion"	1	1	1	"combustion"	17251
"comden"	1	1	1	"comden"	17252
"come.a"	1	1	1	"come.a"	17253
"come.he"	1	1	1	"come.he"	17254
"come.the"	1	1	1	"come.the"	17255
"comedians"	1	1	1	"comedians"	17256
"comedic"	1	1	1	"comedic"	17257
"comedy"	1	1	1	"comedy"	17258
"comes.the"	1	1	1	"comes.the"	17259
"comet"	1	1	1	"comet"	17260
"comfort.he"	1	1	1	"comfort.he"	17261
"comfortable.eventually"	1	1	1	"comfortable.eventually"	17262
"comfortable.some"	1	1	1	"comfortable.some"	17263
"comfortable.the"	1	1	1	"comfortable.the"	17264
"comforters"	1	1	1	"comforters"	17265
"commandeered"	1	1	1	"commandeered"	17266
"commands"	1	1	1	"commands"	17267
"commence"	1	1	1	"commence"	17268
"commencing"	1	1	1	"commencing"	17269
"commentary"	1	1	1	"commentary"	17270
"commiserate"	1	1	1	"commiserate"	17271
"commiserations"	1	1	1	"commiserations"	17272
"commissary"	1	1	1	"commissary"	17273
"commission"	1	1	1	"commission"	17274
"commodity"	1	1	1	"commodity"	17275
"commonality"	1	1	1	"commonality"	17276
"commoner"	1	1	1	"commoner"	17277
"commonly"	1	1	1	"commonly"	17278
"commotion.i"	1	1	1	"commotion.i"	17279
"communed"	1	1	1	"communed"	17280
"communicated"	1	1	1	"communicated"	17281
"communicating"	1	1	1	"communicating"	17282
"communications"	1	1	1	"communications"	17283
"communicator"	1	1	1	"communicator"	17284
"communicators"	1	1	1	"communicators"	17285
"communion"	1	1	1	"communion"	17286
"commute"	1	1	1	"commute"	17287
"commuted"	1	1	1	"commuted"	17288
"commuting"	1	1	1	"commuting"	17289
"compacts"	1	1	1	"compacts"	17290
"compani"	1	1	1	"compani"	17291
"companybut"	1	1	1	"companybut"	17292
"comparable"	1	1	1	"comparable"	17293
"comparative"	1	1	1	"comparative"	17294
"compare"	1	1	1	"compare"	17295
"comparison"	1	1	1	"comparison"	17296
"comparison.richard"	1	1	1	"comparison.richard"	17297
"comparisons"	1	1	1	"comparisons"	17298
"compassion.she"	1	1	1	"compassion.she"	17299
"compassionate"	1	1	1	"compassionate"	17300
"compassionately"	1	1	1	"compassionately"	17301
"compels"	1	1	1	"compels"	17302
"competed"	1	1	1	"competed"	17303
"competently"	1	1	1	"competently"	17304
"competitions"	1	1	1	"competitions"	17305
"compile"	1	1	1	"compile"	17306
"complain.fat"	1	1	1	"complain.fat"	17307
"complaint"	1	1	1	"complaint"	17308
"complaint.they"	1	1	1	"complaint.they"	17309
"complaints.another"	1	1	1	"complaints.another"	17310
"compleat"	1	1	1	"compleat"	17311
"complement"	1	1	1	"complement"	17312
"completed.his"	1	1	1	"completed.his"	17313
"completely.i"	1	1	1	"completely.i"	17314
"complexion"	1	1	1	"complexion"	17315
"complexity"	1	1	1	"complexity"	17316
"compliant"	1	1	1	"compliant"	17317
"complicates"	1	1	1	"complicates"	17318
"compliment"	1	1	1	"compliment"	17319
"complimented"	1	1	1	"complimented"	17320
"compose"	1	1	1	"compose"	17321
"compounding"	1	1	1	"compounding"	17322
"compressing"	1	1	1	"compressing"	17323
"comprise"	1	1	1	"comprise"	17324
"compromises"	1	1	1	"compromises"	17325
"compulsively"	1	1	1	"compulsively"	17326
"computers.x.waking"	1	1	1	"computers.x.waking"	17327
"coms"	1	1	1	"coms"	17328
"concave"	1	1	1	"concave"	17329
"conceding"	1	1	1	"conceding"	17330
"conceptual"	1	1	1	"conceptual"	17331
"concerts"	1	1	1	"concerts"	17332
"conch"	1	1	1	"conch"	17333
"concluded.old"	1	1	1	"concluded.old"	17334
"concludes"	1	1	1	"concludes"	17335
"concluding"	1	1	1	"concluding"	17336
"conclusionscharlie"	1	1	1	"conclusionscharlie"	17337
"conclusivelythere"	1	1	1	"conclusivelythere"	17338
"concoct"	1	1	1	"concoct"	17339
"concoction"	1	1	1	"concoction"	17340
"concreted"	1	1	1	"concreted"	17341
"concussion"	1	1	1	"concussion"	17342
"condensed"	1	1	1	"condensed"	17343
"condescension"	1	1	1	"condescension"	17344
"condition.her"	1	1	1	"condition.her"	17345
"conditioned"	1	1	1	"conditioned"	17346
"conditioner"	1	1	1	"conditioner"	17347
"condo"	1	1	1	"condo"	17348
"condolence"	1	1	1	"condolence"	17349
"conduit"	1	1	1	"conduit"	17350
"conduits"	1	1	1	"conduits"	17351
"cone"	1	1	1	"cone"	17352
"cones"	1	1	1	"cones"	17353
"confabulation"	1	1	1	"confabulation"	17354
"confederates"	1	1	1	"confederates"	17355
"conferring"	1	1	1	"conferring"	17356
"confess"	1	1	1	"confess"	17357
"confessed.the"	1	1	1	"confessed.the"	17358
"confidant"	1	1	1	"confidant"	17359
"confidants"	1	1	1	"confidants"	17360
"confided.she'll"	1	1	1	"confided.she'll"	17361
"confidently.the"	1	1	1	"confidently.the"	17362
"confiding"	1	1	1	"confiding"	17363
"configurations"	1	1	1	"configurations"	17364
"configured"	1	1	1	"configured"	17365
"confinements"	1	1	1	"confinements"	17366
"confirm"	1	1	1	"confirm"	17367
"confirming"	1	1	1	"confirming"	17368
"conflict"	1	1	1	"conflict"	17369
"confoundedly"	1	1	1	"confoundedly"	17370
"confrontation"	1	1	1	"confrontation"	17371
"confrontations"	1	1	1	"confrontations"	17372
"confused.she"	1	1	1	"confused.she"	17373
"confused.two"	1	1	1	"confused.two"	17374
"confusedly"	1	1	1	"confusedly"	17375
"confusions"	1	1	1	"confusions"	17376
"conga"	1	1	1	"conga"	17377
"congeal"	1	1	1	"congeal"	17378
"congenitally"	1	1	1	"congenitally"	17379
"congratulated"	1	1	1	"congratulated"	17380
"congratulations"	1	1	1	"congratulations"	17381
"congress"	1	1	1	"congress"	17382
"conical"	1	1	1	"conical"	17383
"conjecture"	1	1	1	"conjecture"	17384
"conjoin"	1	1	1	"conjoin"	17385
"conjoined"	1	1	1	"conjoined"	17386
"conjugating"	1	1	1	"conjugating"	17387
"conjunction"	1	1	1	"conjunction"	17388
"conjurations"	1	1	1	"conjurations"	17389
"conjure"	1	1	1	"conjure"	17390
"conjuring"	1	1	1	"conjuring"	17391
"conjuror"	1	1	1	"conjuror"	17392
"conkers"	1	1	1	"conkers"	17393
"connexion"	1	1	1	"connexion"	17394
"conniving"	1	1	1	"conniving"	17395
"connoisseur"	1	1	1	"connoisseur"	17396
"connotations"	1	1	1	"connotations"	17397
"conquer"	1	1	1	"conquer"	17398
"conquest"	1	1	1	"conquest"	17399
"cons"	1	1	1	"cons"	17400
"consciences"	1	1	1	"consciences"	17401
"consciously"	1	1	1	"consciously"	17402
"consented"	1	1	1	"consented"	17403
"consequence"	1	1	1	"consequence"	17404
"conservatory"	1	1	1	"conservatory"	17405
"consideration"	1	1	1	"consideration"	17406
"considerations"	1	1	1	"considerations"	17407
"considered.i"	1	1	1	"considered.i"	17408
"consistent"	1	1	1	"consistent"	17409
"consistently"	1	1	1	"consistently"	17410
"consoled"	1	1	1	"consoled"	17411
"consoling"	1	1	1	"consoling"	17412
"consonants"	1	1	1	"consonants"	17413
"consort"	1	1	1	"consort"	17414
"conspicuous"	1	1	1	"conspicuous"	17415
"conspicuously"	1	1	1	"conspicuously"	17416
"conspiracies"	1	1	1	"conspiracies"	17417
"conspiracy.he"	1	1	1	"conspiracy.he"	17418
"conspiratorially"	1	1	1	"conspiratorially"	17419
"conspiring.odd"	1	1	1	"conspiring.odd"	17420
"constabular"	1	1	1	"constabular"	17421
"constant"	1	1	1	"constant"	17422
"constantine"	1	1	1	"constantine"	17423
"constantine's"	1	1	1	"constantine's"	17424
"consternation"	1	1	1	"consternation"	17425
"constraints"	1	1	1	"constraints"	17426
"constricting"	1	1	1	"constricting"	17427
"construct"	1	1	1	"construct"	17428
"constructs"	1	1	1	"constructs"	17429
"consult"	1	1	1	"consult"	17430
"consultation"	1	1	1	"consultation"	17431
"consulting"	1	1	1	"consulting"	17432
"consults"	1	1	1	"consults"	17433
"consuming"	1	1	1	"consuming"	17434
"contact.the"	1	1	1	"contact.the"	17435
"contacted"	1	1	1	"contacted"	17436
"container.a"	1	1	1	"container.a"	17437
"contemplate"	1	1	1	"contemplate"	17438
"contenders"	1	1	1	"contenders"	17439
"contentedly.the"	1	1	1	"contentedly.the"	17440
"contenting"	1	1	1	"contenting"	17441
"contentious"	1	1	1	"contentious"	17442
"contestant"	1	1	1	"contestant"	17443
"contingent"	1	1	1	"contingent"	17444
"contours"	1	1	1	"contours"	17445
"contraband"	1	1	1	"contraband"	17446
"contraception"	1	1	1	"contraception"	17447
"contraction"	1	1	1	"contraction"	17448
"contradict"	1	1	1	"contradict"	17449
"contradiction"	1	1	1	"contradiction"	17450
"contradictions"	1	1	1	"contradictions"	17451
"contributor"	1	1	1	"contributor"	17452
"contritely"	1	1	1	"contritely"	17453
"controllers"	1	1	1	"controllers"	17454
"controls"	1	1	1	"controls"	17455
"conversation.i"	1	1	1	"conversation.i"	17456
"conversationodd"	1	1	1	"conversationodd"	17457
"conversed"	1	1	1	"conversed"	17458
"conversing"	1	1	1	"conversing"	17459
"convert"	1	1	1	"convert"	17460
"converted"	1	1	1	"converted"	17461
"convex"	1	1	1	"convex"	17462
"conveyance"	1	1	1	"conveyance"	17463
"conveyed"	1	1	1	"conveyed"	17464
"convoluted"	1	1	1	"convoluted"	17465
"convulsed"	1	1	1	"convulsed"	17466
"convulsive"	1	1	1	"convulsive"	17467
"cook.she"	1	1	1	"cook.she"	17468
"cookers"	1	1	1	"cookers"	17469
"cookery"	1	1	1	"cookery"	17470
"cookies.richard"	1	1	1	"cookies.richard"	17471
"cookin"	1	1	1	"cookin"	17472
"cooks.not"	1	1	1	"cooks.not"	17473
"coolest"	1	1	1	"coolest"	17474
"coolly.door"	1	1	1	"coolly.door"	17475
"coooeee"	1	1	1	"coooeee"	17476
"coop"	1	1	1	"coop"	17477
"cooperating"	1	1	1	"cooperating"	17478
"coopful"	1	1	1	"coopful"	17479
"coordinates"	1	1	1	"coordinates"	17480
"coordination"	1	1	1	"coordination"	17481
"coos.the"	1	1	1	"coos.the"	17482
"coot"	1	1	1	"coot"	17483
"copacabana.the"	1	1	1	"copacabana.the"	17484
"coped"	1	1	1	"coped"	17485
"coping"	1	1	1	"coping"	17486
"copperfield"	1	1	1	"copperfield"	17487
"copperfield's"	1	1	1	"copperfield's"	17488
"copperful"	1	1	1	"copperful"	17489
"copping"	1	1	1	"copping"	17490
"cops.he"	1	1	1	"cops.he"	17491
"copulation"	1	1	1	"copulation"	17492
"copywriters"	1	1	1	"copywriters"	17493
"coraline.a"	1	1	1	"coraline.a"	17494
"coraline.but"	1	1	1	"coraline.but"	17495
"coraline.from"	1	1	1	"coraline.from"	17496
"coraline.in"	1	1	1	"coraline.in"	17497
"coraline.misses"	1	1	1	"coraline.misses"	17498
"coraline.was"	1	1	1	"coraline.was"	17499
"cord.he"	1	1	1	"cord.he"	17500
"cordial"	1	1	1	"cordial"	17501
"cordiality"	1	1	1	"cordiality"	17502
"cordially"	1	1	1	"cordially"	17503
"cordite"	1	1	1	"cordite"	17504
"cordwood"	1	1	1	"cordwood"	17505
"cored"	1	1	1	"cored"	17506
"corkscrews"	1	1	1	"corkscrews"	17507
"corncob"	1	1	1	"corncob"	17508
"cornelius"	1	1	1	"cornelius"	17509
"corner.detective"	1	1	1	"corner.detective"	17510
"corner.fat"	1	1	1	"corner.fat"	17511
"cornered"	1	1	1	"cornered"	17512
"cornfield"	1	1	1	"cornfield"	17513
"cornfields"	1	1	1	"cornfields"	17514
"cornflower"	1	1	1	"cornflower"	17515
"cornishman"	1	1	1	"cornishman"	17516
"cornmeal"	1	1	1	"cornmeal"	17517
"coroner's"	1	1	1	"coroner's"	17518
"coronet"	1	1	1	"coronet"	17519
"corpus"	1	1	1	"corpus"	17520
"correct.the"	1	1	1	"correct.the"	17521
"correcting"	1	1	1	"correcting"	17522
"correctness"	1	1	1	"correctness"	17523
"corresponded"	1	1	1	"corresponded"	17524
"correspondent"	1	1	1	"correspondent"	17525
"corresponding"	1	1	1	"corresponding"	17526
"corridor.a"	1	1	1	"corridor.a"	17527
"corridor.hunter"	1	1	1	"corridor.hunter"	17528
"corridor.it"	1	1	1	"corridor.it"	17529
"corridor.she"	1	1	1	"corridor.she"	17530
"corridor.the"	1	1	1	"corridor.the"	17531
"corruption"	1	1	1	"corruption"	17532
"corsica"	1	1	1	"corsica"	17533
"corsican"	1	1	1	"corsican"	17534
"corvidae"	1	1	1	"corvidae"	17535
"corvine"	1	1	1	"corvine"	17536
"cosmetics"	1	1	1	"cosmetics"	17537
"cosmopolitan"	1	1	1	"cosmopolitan"	17538
"costa"	1	1	1	"costa"	17539
"costarring"	1	1	1	"costarring"	17540
"costello"	1	1	1	"costello"	17541
"costello.bay"	1	1	1	"costello.bay"	17542
"costs"	1	1	1	"costs"	17543
"cosy"	1	1	1	"cosy"	17544
"cottage.it"	1	1	1	"cottage.it"	17545
"cottage.the"	1	1	1	"cottage.the"	17546
"cough.she"	1	1	1	"cough.she"	17547
"cough.the"	1	1	1	"cough.the"	17548
"coughed.mrs"	1	1	1	"coughed.mrs"	17549
"coughs.belinda"	1	1	1	"coughs.belinda"	17550
"could.and"	1	1	1	"could.and"	17551
"could.she"	1	1	1	"could.she"	17552
"could.stories"	1	1	1	"could.stories"	17553
"could.terribly"	1	1	1	"could.terribly"	17554
"could.then"	1	1	1	"could.then"	17555
"coulda"	1	1	1	"coulda"	17556
"council's"	1	1	1	"council's"	17557
"counsel"	1	1	1	"counsel"	17558
"counseled"	1	1	1	"counseled"	17559
"countdown"	1	1	1	"countdown"	17560
"counted.this"	1	1	1	"counted.this"	17561
"counterattack"	1	1	1	"counterattack"	17562
"counterclockwise"	1	1	1	"counterclockwise"	17563
"counterfeited"	1	1	1	"counterfeited"	17564
"counters"	1	1	1	"counters"	17565
"countertop.coraline"	1	1	1	"countertop.coraline"	17566
"counties"	1	1	1	"counties"	17567
"counting.fireflies"	1	1	1	"counting.fireflies"	17568
"countless"	1	1	1	"countless"	17569
"counts"	1	1	1	"counts"	17570
"couple's"	1	1	1	"couple's"	17571
"couplet"	1	1	1	"couplet"	17572
"coupon"	1	1	1	"coupon"	17573
"coupons"	1	1	1	"coupons"	17574
"course.fat"	1	1	1	"course.fat"	17575
"course.nick"	1	1	1	"course.nick"	17576
"course.they"	1	1	1	"course.they"	17577
"coursed"	1	1	1	"coursed"	17578
"courses"	1	1	1	"courses"	17579
"courtesy"	1	1	1	"courtesy"	17580
"courthouse"	1	1	1	"courthouse"	17581
"courtly"	1	1	1	"courtly"	17582
"courtship"	1	1	1	"courtship"	17583
"courtyard.i"	1	1	1	"courtyard.i"	17584
"couscous"	1	1	1	"couscous"	17585
"couture"	1	1	1	"couture"	17586
"cove"	1	1	1	"cove"	17587
"covent"	1	1	1	"covent"	17588
"covered.one"	1	1	1	"covered.one"	17589
"coverlets"	1	1	1	"coverlets"	17590
"cowardice"	1	1	1	"cowardice"	17591
"cowards"	1	1	1	"cowards"	17592
"cowled"	1	1	1	"cowled"	17593
"cows.days"	1	1	1	"cows.days"	17594
"coxcomb"	1	1	1	"coxcomb"	17595
"coy"	1	1	1	"coy"	17596
"coyote"	1	1	1	"coyote"	17597
"coziness"	1	1	1	"coziness"	17598
"crabapple"	1	1	1	"crabapple"	17599
"crablike"	1	1	1	"crablike"	17600
"crackling.she"	1	1	1	"crackling.she"	17601
"cradles"	1	1	1	"cradles"	17602
"crafted"	1	1	1	"crafted"	17603
"crafts"	1	1	1	"crafts"	17604
"craftsmanship"	1	1	1	"craftsmanship"	17605
"craftsmen"	1	1	1	"craftsmen"	17606
"crafty"	1	1	1	"crafty"	17607
"cragged"	1	1	1	"cragged"	17608
"cragland's"	1	1	1	"cragland's"	17609
"crags.she"	1	1	1	"crags.she"	17610
"cranberry"	1	1	1	"cranberry"	17611
"crank"	1	1	1	"crank"	17612
"cranky"	1	1	1	"cranky"	17613
"cranny"	1	1	1	"cranny"	17614
"crapper"	1	1	1	"crapper"	17615
"crappy"	1	1	1	"crappy"	17616
"crasher"	1	1	1	"crasher"	17617
"cratered"	1	1	1	"cratered"	17618
"craved"	1	1	1	"craved"	17619
